"";"GeoIso";"Citizen";"Decision";"Count";"latitude";"longitude";"name"
"348";"UK";"IQ";"TOTAL";680;55,378051;-3,435973;"United Kingdom"
"349";"IS";"IQ";"TOTAL";10;64,963051;-19,020835;"Iceland"
"350";"LI";"IQ";"TOTAL";0;47,166;9,555373;"Liechtenstein"
"351";"NO";"IQ";"TOTAL";470;60,472024;8,468946;"Norway"
"352";"CH";"IQ";"TOTAL";225;46,818188;8,227512;"Switzerland"
"353";"BE";"IQ";"REJECTED";665;50,503887;4,469936;"Belgium"
"354";"BG";"IQ";"REJECTED";160;42,733883;25,48583;"Bulgaria"
"355";"CZ";"IQ";"REJECTED";5;49,817492;15,472962;"Czech Republic"
"356";"DK";"IQ";"REJECTED";275;56,26392;9,501785;"Denmark"
"357";"DE";"IQ";"REJECTED";8095;51,165691;10,451526;"Germany"
"358";"EE";"IQ";"REJECTED";0;58,595272;25,013607;"Estonia"
"359";"IE";"IQ";"REJECTED";5;53,41291;-8,24389;"Ireland"
"360";"EL";"IQ";"REJECTED";10;39,074208;21,824312;"Greece"
"361";"ES";"IQ";"REJECTED";0;40,463667;-3,74922;"Spain"
"362";"FR";"IQ";"REJECTED";150;46,227638;2,213749;"France"
"363";"HR";"IQ";"REJECTED";5;45,1;15,2;"Croatia"
"364";"IT";"IQ";"REJECTED";25;41,87194;12,56738;"Italy"
"365";"CY";"IQ";"REJECTED";0;35,126413;33,429859;"Cyprus"
"366";"LV";"IQ";"REJECTED";0;56,879635;24,603189;"Latvia"
"367";"LT";"IQ";"REJECTED";10;55,169438;23,881275;"Lithuania"
"368";"LU";"IQ";"REJECTED";20;49,815273;6,129583;"Luxembourg"
"369";"HU";"IQ";"REJECTED";280;47,162494;19,503304;"Hungary"
"370";"MT";"IQ";"REJECTED";0;35,937496;14,375416;"Malta"
"371";"NL";"IQ";"REJECTED";340;52,132633;5,291266;"Netherlands"
"372";"AT";"IQ";"REJECTED";305;47,516231;14,550072;"Austria"
"373";"PL";"IQ";"REJECTED";0;51,919438;19,145136;"Poland"
"374";"PT";"IQ";"REJECTED";0;39,399872;-8,224454;"Portugal"
"375";"RO";"IQ";"REJECTED";10;45,943161;24,96676;"Romania"
"376";"SI";"IQ";"REJECTED";5;46,151241;14,995463;"Slovenia"
"377";"SK";"IQ";"REJECTED";0;48,669026;19,699024;"Slovakia"
"378";"FI";"IQ";"REJECTED";3060;61,92411;25,748151;"Finland"
"379";"SE";"IQ";"REJECTED";1350;60,128161;18,643501;"Sweden"
"380";"UK";"IQ";"REJECTED";605;55,378051;-3,435973;"United Kingdom"
"381";"IS";"IQ";"REJECTED";0;64,963051;-19,020835;"Iceland"
"382";"LI";"IQ";"REJECTED";0;47,166;9,555373;"Liechtenstein"
"383";"NO";"IQ";"REJECTED";370;60,472024;8,468946;"Norway"
"384";"CH";"IQ";"REJECTED";70;46,818188;8,227512;"Switzerland"
"385";"BE";"IQ";"SUB_PROT";130;50,503887;4,469936;"Belgium"
"386";"BG";"IQ";"SUB_PROT";20;42,733883;25,48583;"Bulgaria"
"387";"CZ";"IQ";"SUB_PROT";5;49,817492;15,472962;"Czech Republic"
"388";"DK";"IQ";"SUB_PROT";15;56,26392;9,501785;"Denmark"
"389";"DE";"IQ";"SUB_PROT";6210;51,165691;10,451526;"Germany"
"390";"EE";"IQ";"SUB_PROT";0;58,595272;25,013607;"Estonia"
"391";"IE";"IQ";"SUB_PROT";0;53,41291;-8,24389;"Ireland"
"392";"EL";"IQ";"SUB_PROT";5;39,074208;21,824312;"Greece"
"393";"ES";"IQ";"SUB_PROT";35;40,463667;-3,74922;"Spain"
"394";"FR";"IQ";"SUB_PROT";180;46,227638;2,213749;"France"
"395";"HR";"IQ";"SUB_PROT";0;45,1;15,2;"Croatia"
"396";"IT";"IQ";"SUB_PROT";185;41,87194;12,56738;"Italy"
"397";"CY";"IQ";"SUB_PROT";5;35,126413;33,429859;"Cyprus"
"398";"LV";"IQ";"SUB_PROT";0;56,879635;24,603189;"Latvia"
"399";"LT";"IQ";"SUB_PROT";0;55,169438;23,881275;"Lithuania"
"400";"LU";"IQ";"SUB_PROT";5;49,815273;6,129583;"Luxembourg"
"401";"HU";"IQ";"SUB_PROT";5;47,162494;19,503304;"Hungary"
"402";"MT";"IQ";"SUB_PROT";0;35,937496;14,375416;"Malta"
"403";"NL";"IQ";"SUB_PROT";110;52,132633;5,291266;"Netherlands"
"404";"AT";"IQ";"SUB_PROT";370;47,516231;14,550072;"Austria"
"405";"PL";"IQ";"SUB_PROT";0;51,919438;19,145136;"Poland"
"406";"PT";"IQ";"SUB_PROT";0;39,399872;-8,224454;"Portugal"
"407";"RO";"IQ";"SUB_PROT";20;45,943161;24,96676;"Romania"
"408";"SI";"IQ";"SUB_PROT";0;46,151241;14,995463;"Slovenia"
"409";"SK";"IQ";"SUB_PROT";0;48,669026;19,699024;"Slovakia"
"410";"FI";"IQ";"SUB_PROT";155;61,92411;25,748151;"Finland"
"411";"SE";"IQ";"SUB_PROT";265;60,128161;18,643501;"Sweden"
"412";"UK";"IQ";"SUB_PROT";10;55,378051;-3,435973;"United Kingdom"
"413";"IS";"IQ";"SUB_PROT";5;64,963051;-19,020835;"Iceland"
"414";"LI";"IQ";"SUB_PROT";0;47,166;9,555373;"Liechtenstein"
"415";"NO";"IQ";"SUB_PROT";15;60,472024;8,468946;"Norway"
"416";"CH";"IQ";"SUB_PROT";5;46,818188;8,227512;"Switzerland"
"417";"BE";"IQ";"HUMSTAT";NA;50,503887;4,469936;"Belgium"
"418";"BG";"IQ";"HUMSTAT";NA;42,733883;25,48583;"Bulgaria"
"419";"CZ";"IQ";"HUMSTAT";0;49,817492;15,472962;"Czech Republic"
"420";"DK";"IQ";"HUMSTAT";0;56,26392;9,501785;"Denmark"
"421";"DE";"IQ";"HUMSTAT";235;51,165691;10,451526;"Germany"
"422";"EE";"IQ";"HUMSTAT";0;58,595272;25,013607;"Estonia"
"423";"IE";"IQ";"HUMSTAT";NA;53,41291;-8,24389;"Ireland"
"424";"EL";"IQ";"HUMSTAT";0;39,074208;21,824312;"Greece"
"425";"ES";"IQ";"HUMSTAT";0;40,463667;-3,74922;"Spain"
"426";"FR";"IQ";"HUMSTAT";NA;46,227638;2,213749;"France"
"427";"HR";"IQ";"HUMSTAT";0;45,1;15,2;"Croatia"
"428";"IT";"IQ";"HUMSTAT";5;41,87194;12,56738;"Italy"
"429";"CY";"IQ";"HUMSTAT";0;35,126413;33,429859;"Cyprus"
"430";"LV";"IQ";"HUMSTAT";NA;56,879635;24,603189;"Latvia"
"431";"LT";"IQ";"HUMSTAT";0;55,169438;23,881275;"Lithuania"
"432";"LU";"IQ";"HUMSTAT";NA;49,815273;6,129583;"Luxembourg"
"433";"HU";"IQ";"HUMSTAT";0;47,162494;19,503304;"Hungary"
"434";"MT";"IQ";"HUMSTAT";0;35,937496;14,375416;"Malta"
"435";"NL";"IQ";"HUMSTAT";10;52,132633;5,291266;"Netherlands"
"436";"AT";"IQ";"HUMSTAT";0;47,516231;14,550072;"Austria"
"437";"PL";"IQ";"HUMSTAT";0;51,919438;19,145136;"Poland"
"438";"PT";"IQ";"HUMSTAT";NA;39,399872;-8,224454;"Portugal"
"439";"RO";"IQ";"HUMSTAT";0;45,943161;24,96676;"Romania"
"440";"SI";"IQ";"HUMSTAT";NA;46,151241;14,995463;"Slovenia"
"441";"SK";"IQ";"HUMSTAT";0;48,669026;19,699024;"Slovakia"
"442";"FI";"IQ";"HUMSTAT";55;61,92411;25,748151;"Finland"
"443";"SE";"IQ";"HUMSTAT";40;60,128161;18,643501;"Sweden"
"444";"UK";"IQ";"HUMSTAT";25;55,378051;-3,435973;"United Kingdom"
"445";"IS";"IQ";"HUMSTAT";0;64,963051;-19,020835;"Iceland"
"446";"LI";"IQ";"HUMSTAT";0;47,166;9,555373;"Liechtenstein"
"447";"NO";"IQ";"HUMSTAT";15;60,472024;8,468946;"Norway"
"448";"CH";"IQ";"HUMSTAT";100;46,818188;8,227512;"Switzerland"
"449";"BE";"IQ";"GENCONV";715;50,503887;4,469936;"Belgium"
"450";"BG";"IQ";"GENCONV";20;42,733883;25,48583;"Bulgaria"
"451";"CZ";"IQ";"GENCONV";0;49,817492;15,472962;"Czech Republic"
"452";"DK";"IQ";"GENCONV";35;56,26392;9,501785;"Denmark"
"453";"DE";"IQ";"GENCONV";14820;51,165691;10,451526;"Germany"
"454";"EE";"IQ";"GENCONV";0;58,595272;25,013607;"Estonia"
"455";"IE";"IQ";"GENCONV";10;53,41291;-8,24389;"Ireland"
"456";"EL";"IQ";"GENCONV";20;39,074208;21,824312;"Greece"
"457";"ES";"IQ";"GENCONV";15;40,463667;-3,74922;"Spain"
"458";"FR";"IQ";"GENCONV";465;46,227638;2,213749;"France"
"459";"HR";"IQ";"GENCONV";5;45,1;15,2;"Croatia"
"460";"IT";"IQ";"GENCONV";75;41,87194;12,56738;"Italy"
"461";"CY";"IQ";"GENCONV";5;35,126413;33,429859;"Cyprus"
"462";"LV";"IQ";"GENCONV";0;56,879635;24,603189;"Latvia"
"463";"LT";"IQ";"GENCONV";0;55,169438;23,881275;"Lithuania"
"464";"LU";"IQ";"GENCONV";70;49,815273;6,129583;"Luxembourg"
"465";"HU";"IQ";"GENCONV";0;47,162494;19,503304;"Hungary"
"466";"MT";"IQ";"GENCONV";5;35,937496;14,375416;"Malta"
"467";"NL";"IQ";"GENCONV";30;52,132633;5,291266;"Netherlands"
"468";"AT";"IQ";"GENCONV";550;47,516231;14,550072;"Austria"
"469";"PL";"IQ";"GENCONV";0;51,919438;19,145136;"Poland"
"470";"PT";"IQ";"GENCONV";0;39,399872;-8,224454;"Portugal"
"471";"RO";"IQ";"GENCONV";30;45,943161;24,96676;"Romania"
"472";"SI";"IQ";"GENCONV";10;46,151241;14,995463;"Slovenia"
"473";"SK";"IQ";"GENCONV";0;48,669026;19,699024;"Slovakia"
"474";"FI";"IQ";"GENCONV";625;61,92411;25,748151;"Finland"
"475";"SE";"IQ";"GENCONV";455;60,128161;18,643501;"Sweden"
"476";"UK";"IQ";"GENCONV";45;55,378051;-3,435973;"United Kingdom"
"477";"IS";"IQ";"GENCONV";0;64,963051;-19,020835;"Iceland"
"478";"LI";"IQ";"GENCONV";0;47,166;9,555373;"Liechtenstein"
"479";"NO";"IQ";"GENCONV";65;60,472024;8,468946;"Norway"
"480";"CH";"IQ";"GENCONV";50;46,818188;8,227512;"Switzerland"
"481";"BE";"AF";"TOTAL";795;50,503887;4,469936;"Belgium"
"482";"BG";"AF";"TOTAL";365;42,733883;25,48583;"Bulgaria"
"483";"CZ";"AF";"TOTAL";5;49,817492;15,472962;"Czech Republic"
"484";"DK";"AF";"TOTAL";570;56,26392;9,501785;"Denmark"
"485";"DE";"AF";"TOTAL";40205;51,165691;10,451526;"Germany"
"486";"EE";"AF";"TOTAL";0;58,595272;25,013607;"Estonia"
"487";"IE";"AF";"TOTAL";25;53,41291;-8,24389;"Ireland"
"488";"EL";"AF";"TOTAL";80;39,074208;21,824312;"Greece"
"489";"ES";"AF";"TOTAL";15;40,463667;-3,74922;"Spain"
"490";"FR";"AF";"TOTAL";1575;46,227638;2,213749;"France"
"491";"HR";"AF";"TOTAL";20;45,1;15,2;"Croatia"
"492";"IT";"AF";"TOTAL";1060;41,87194;12,56738;"Italy"
"493";"CY";"AF";"TOTAL";0;35,126413;33,429859;"Cyprus"
"494";"LV";"AF";"TOTAL";0;56,879635;24,603189;"Latvia"
"495";"LT";"AF";"TOTAL";0;55,169438;23,881275;"Lithuania"
"496";"LU";"AF";"TOTAL";5;49,815273;6,129583;"Luxembourg"
"497";"HU";"AF";"TOTAL";915;47,162494;19,503304;"Hungary"
"498";"MT";"AF";"TOTAL";0;35,937496;14,375416;"Malta"
"499";"NL";"AF";"TOTAL";325;52,132633;5,291266;"Netherlands"
"500";"AT";"AF";"TOTAL";2875;47,516231;14,550072;"Austria"
"501";"PL";"AF";"TOTAL";0;51,919438;19,145136;"Poland"
"502";"PT";"AF";"TOTAL";0;39,399872;-8,224454;"Portugal"
"503";"RO";"AF";"TOTAL";20;45,943161;24,96676;"Romania"
"504";"SI";"AF";"TOTAL";15;46,151241;14,995463;"Slovenia"
"505";"SK";"AF";"TOTAL";5;48,669026;19,699024;"Slovakia"
"506";"FI";"AF";"TOTAL";1610;61,92411;25,748151;"Finland"
"507";"SE";"AF";"TOTAL";4290;60,128161;18,643501;"Sweden"
"508";"UK";"AF";"TOTAL";585;55,378051;-3,435973;"United Kingdom"
"509";"IS";"AF";"TOTAL";5;64,963051;-19,020835;"Iceland"
"510";"LI";"AF";"TOTAL";0;47,166;9,555373;"Liechtenstein"
"511";"NO";"AF";"TOTAL";1155;60,472024;8,468946;"Norway"
"512";"CH";"AF";"TOTAL";610;46,818188;8,227512;"Switzerland"
"513";"BE";"AF";"REJECTED";280;50,503887;4,469936;"Belgium"
"514";"BG";"AF";"REJECTED";365;42,733883;25,48583;"Bulgaria"
"515";"CZ";"AF";"REJECTED";0;49,817492;15,472962;"Czech Republic"
"516";"DK";"AF";"REJECTED";405;56,26392;9,501785;"Denmark"
"517";"DE";"AF";"REJECTED";14145;51,165691;10,451526;"Germany"
"518";"EE";"AF";"REJECTED";0;58,595272;25,013607;"Estonia"
"519";"IE";"AF";"REJECTED";15;53,41291;-8,24389;"Ireland"
"520";"EL";"AF";"REJECTED";35;39,074208;21,824312;"Greece"
"521";"ES";"AF";"REJECTED";0;40,463667;-3,74922;"Spain"
"522";"FR";"AF";"REJECTED";270;46,227638;2,213749;"France"
"523";"HR";"AF";"REJECTED";10;45,1;15,2;"Croatia"
"524";"IT";"AF";"REJECTED";45;41,87194;12,56738;"Italy"
"525";"CY";"AF";"REJECTED";0;35,126413;33,429859;"Cyprus"
"526";"LV";"AF";"REJECTED";0;56,879635;24,603189;"Latvia"
"527";"LT";"AF";"REJECTED";0;55,169438;23,881275;"Lithuania"
"528";"LU";"AF";"REJECTED";0;49,815273;6,129583;"Luxembourg"
"529";"HU";"AF";"REJECTED";900;47,162494;19,503304;"Hungary"
"530";"MT";"AF";"REJECTED";0;35,937496;14,375416;"Malta"
"531";"NL";"AF";"REJECTED";210;52,132633;5,291266;"Netherlands"
"532";"AT";"AF";"REJECTED";1310;47,516231;14,550072;"Austria"
"533";"PL";"AF";"REJECTED";0;51,919438;19,145136;"Poland"
"534";"PT";"AF";"REJECTED";0;39,399872;-8,224454;"Portugal"
"535";"RO";"AF";"REJECTED";20;45,943161;24,96676;"Romania"
"536";"SI";"AF";"REJECTED";10;46,151241;14,995463;"Slovenia"
"537";"SK";"AF";"REJECTED";0;48,669026;19,699024;"Slovakia"
"538";"FI";"AF";"REJECTED";935;61,92411;25,748151;"Finland"
"539";"SE";"AF";"REJECTED";2525;60,128161;18,643501;"Sweden"
"540";"UK";"AF";"REJECTED";365;55,378051;-3,435973;"United Kingdom"
"541";"IS";"AF";"REJECTED";5;64,963051;-19,020835;"Iceland"
"542";"LI";"AF";"REJECTED";0;47,166;9,555373;"Liechtenstein"
"543";"NO";"AF";"REJECTED";690;60,472024;8,468946;"Norway"
"544";"CH";"AF";"REJECTED";60;46,818188;8,227512;"Switzerland"
"545";"BE";"AF";"SUB_PROT";330;50,503887;4,469936;"Belgium"
"546";"BG";"AF";"SUB_PROT";0;42,733883;25,48583;"Bulgaria"
"547";"CZ";"AF";"SUB_PROT";0;49,817492;15,472962;"Czech Republic"
"548";"DK";"AF";"SUB_PROT";125;56,26392;9,501785;"Denmark"
"549";"DE";"AF";"SUB_PROT";3685;51,165691;10,451526;"Germany"
"550";"EE";"AF";"SUB_PROT";0;58,595272;25,013607;"Estonia"
"551";"IE";"AF";"SUB_PROT";0;53,41291;-8,24389;"Ireland"
"552";"EL";"AF";"SUB_PROT";10;39,074208;21,824312;"Greece"
"553";"ES";"AF";"SUB_PROT";10;40,463667;-3,74922;"Spain"
"554";"FR";"AF";"SUB_PROT";1035;46,227638;2,213749;"France"
"555";"HR";"AF";"SUB_PROT";0;45,1;15,2;"Croatia"
"556";"IT";"AF";"SUB_PROT";905;41,87194;12,56738;"Italy"
"557";"CY";"AF";"SUB_PROT";0;35,126413;33,429859;"Cyprus"
"558";"LV";"AF";"SUB_PROT";0;56,879635;24,603189;"Latvia"
"559";"LT";"AF";"SUB_PROT";0;55,169438;23,881275;"Lithuania"
"560";"LU";"AF";"SUB_PROT";0;49,815273;6,129583;"Luxembourg"
"561";"HU";"AF";"SUB_PROT";10;47,162494;19,503304;"Hungary"
"562";"MT";"AF";"SUB_PROT";0;35,937496;14,375416;"Malta"
"563";"NL";"AF";"SUB_PROT";70;52,132633;5,291266;"Netherlands"
"564";"AT";"AF";"SUB_PROT";985;47,516231;14,550072;"Austria"
"565";"PL";"AF";"SUB_PROT";0;51,919438;19,145136;"Poland"
"566";"PT";"AF";"SUB_PROT";0;39,399872;-8,224454;"Portugal"
"567";"RO";"AF";"SUB_PROT";0;45,943161;24,96676;"Romania"
"568";"SI";"AF";"SUB_PROT";5;46,151241;14,995463;"Slovenia"
"569";"SK";"AF";"SUB_PROT";0;48,669026;19,699024;"Slovakia"
"570";"FI";"AF";"SUB_PROT";285;61,92411;25,748151;"Finland"
"571";"SE";"AF";"SUB_PROT";505;60,128161;18,643501;"Sweden"
"572";"UK";"AF";"SUB_PROT";0;55,378051;-3,435973;"United Kingdom"
"573";"IS";"AF";"SUB_PROT";0;64,963051;-19,020835;"Iceland"
"574";"LI";"AF";"SUB_PROT";0;47,166;9,555373;"Liechtenstein"
"575";"NO";"AF";"SUB_PROT";40;60,472024;8,468946;"Norway"
"576";"CH";"AF";"SUB_PROT";5;46,818188;8,227512;"Switzerland"
"577";"BE";"AF";"HUMSTAT";NA;50,503887;4,469936;"Belgium"
"578";"BG";"AF";"HUMSTAT";NA;42,733883;25,48583;"Bulgaria"
"579";"CZ";"AF";"HUMSTAT";0;49,817492;15,472962;"Czech Republic"
"580";"DK";"AF";"HUMSTAT";10;56,26392;9,501785;"Denmark"
"581";"DE";"AF";"HUMSTAT";13990;51,165691;10,451526;"Germany"
"582";"EE";"AF";"HUMSTAT";0;58,595272;25,013607;"Estonia"
"583";"IE";"AF";"HUMSTAT";NA;53,41291;-8,24389;"Ireland"
"584";"EL";"AF";"HUMSTAT";0;39,074208;21,824312;"Greece"
"585";"ES";"AF";"HUMSTAT";0;40,463667;-3,74922;"Spain"
"586";"FR";"AF";"HUMSTAT";NA;46,227638;2,213749;"France"
"587";"HR";"AF";"HUMSTAT";0;45,1;15,2;"Croatia"
"588";"IT";"AF";"HUMSTAT";10;41,87194;12,56738;"Italy"
"589";"CY";"AF";"HUMSTAT";0;35,126413;33,429859;"Cyprus"
"590";"LV";"AF";"HUMSTAT";NA;56,879635;24,603189;"Latvia"
"591";"LT";"AF";"HUMSTAT";0;55,169438;23,881275;"Lithuania"
"592";"LU";"AF";"HUMSTAT";NA;49,815273;6,129583;"Luxembourg"
"593";"HU";"AF";"HUMSTAT";0;47,162494;19,503304;"Hungary"
"594";"MT";"AF";"HUMSTAT";0;35,937496;14,375416;"Malta"
"595";"NL";"AF";"HUMSTAT";15;52,132633;5,291266;"Netherlands"
"596";"AT";"AF";"HUMSTAT";5;47,516231;14,550072;"Austria"
"597";"PL";"AF";"HUMSTAT";0;51,919438;19,145136;"Poland"
"598";"PT";"AF";"HUMSTAT";NA;39,399872;-8,224454;"Portugal"
"599";"RO";"AF";"HUMSTAT";0;45,943161;24,96676;"Romania"
"600";"SI";"AF";"HUMSTAT";NA;46,151241;14,995463;"Slovenia"
"601";"SK";"AF";"HUMSTAT";0;48,669026;19,699024;"Slovakia"
"602";"FI";"AF";"HUMSTAT";195;61,92411;25,748151;"Finland"
"603";"SE";"AF";"HUMSTAT";530;60,128161;18,643501;"Sweden"
"604";"UK";"AF";"HUMSTAT";55;55,378051;-3,435973;"United Kingdom"
"605";"IS";"AF";"HUMSTAT";0;64,963051;-19,020835;"Iceland"
"606";"LI";"AF";"HUMSTAT";0;47,166;9,555373;"Liechtenstein"
"607";"NO";"AF";"HUMSTAT";320;60,472024;8,468946;"Norway"
"608";"CH";"AF";"HUMSTAT";480;46,818188;8,227512;"Switzerland"
"609";"BE";"AF";"GENCONV";190;50,503887;4,469936;"Belgium"
"610";"BG";"AF";"GENCONV";0;42,733883;25,48583;"Bulgaria"
"611";"CZ";"AF";"GENCONV";5;49,817492;15,472962;"Czech Republic"
"612";"DK";"AF";"GENCONV";35;56,26392;9,501785;"Denmark"
"613";"DE";"AF";"GENCONV";8385;51,165691;10,451526;"Germany"
"614";"EE";"AF";"GENCONV";0;58,595272;25,013607;"Estonia"
"615";"IE";"AF";"GENCONV";10;53,41291;-8,24389;"Ireland"
"616";"EL";"AF";"GENCONV";30;39,074208;21,824312;"Greece"
"617";"ES";"AF";"GENCONV";5;40,463667;-3,74922;"Spain"
"618";"FR";"AF";"GENCONV";270;46,227638;2,213749;"France"
"619";"HR";"AF";"GENCONV";15;45,1;15,2;"Croatia"
"620";"IT";"AF";"GENCONV";105;41,87194;12,56738;"Italy"
"621";"CY";"AF";"GENCONV";0;35,126413;33,429859;"Cyprus"
"622";"LV";"AF";"GENCONV";0;56,879635;24,603189;"Latvia"
"623";"LT";"AF";"GENCONV";0;55,169438;23,881275;"Lithuania"
"624";"LU";"AF";"GENCONV";0;49,815273;6,129583;"Luxembourg"
"625";"HU";"AF";"GENCONV";0;47,162494;19,503304;"Hungary"
"626";"MT";"AF";"GENCONV";0;35,937496;14,375416;"Malta"
"627";"NL";"AF";"GENCONV";35;52,132633;5,291266;"Netherlands"
"628";"AT";"AF";"GENCONV";575;47,516231;14,550072;"Austria"
"629";"PL";"AF";"GENCONV";0;51,919438;19,145136;"Poland"
"630";"PT";"AF";"GENCONV";0;39,399872;-8,224454;"Portugal"
"631";"RO";"AF";"GENCONV";5;45,943161;24,96676;"Romania"
"632";"SI";"AF";"GENCONV";0;46,151241;14,995463;"Slovenia"
"633";"SK";"AF";"GENCONV";0;48,669026;19,699024;"Slovakia"
"634";"FI";"AF";"GENCONV";200;61,92411;25,748151;"Finland"
"635";"SE";"AF";"GENCONV";735;60,128161;18,643501;"Sweden"
"636";"UK";"AF";"GENCONV";165;55,378051;-3,435973;"United Kingdom"
"637";"IS";"AF";"GENCONV";0;64,963051;-19,020835;"Iceland"
"638";"LI";"AF";"GENCONV";0;47,166;9,555373;"Liechtenstein"
"639";"NO";"AF";"GENCONV";105;60,472024;8,468946;"Norway"
"640";"CH";"AF";"GENCONV";65;46,818188;8,227512;"Switzerland"
"641";"BE";"NG";"TOTAL";30;50,503887;4,469936;"Belgium"
"642";"BG";"NG";"TOTAL";0;42,733883;25,48583;"Bulgaria"
"643";"CZ";"NG";"TOTAL";5;49,817492;15,472962;"Czech Republic"
"644";"DK";"NG";"TOTAL";5;56,26392;9,501785;"Denmark"
"645";"DE";"NG";"TOTAL";1290;51,165691;10,451526;"Germany"
"646";"EE";"NG";"TOTAL";0;58,595272;25,013607;"Estonia"
"647";"IE";"NG";"TOTAL";45;53,41291;-8,24389;"Ireland"
"648";"EL";"NG";"TOTAL";55;39,074208;21,824312;"Greece"
"649";"ES";"NG";"TOTAL";30;40,463667;-3,74922;"Spain"
"650";"FR";"NG";"TOTAL";575;46,227638;2,213749;"France"
"651";"HR";"NG";"TOTAL";0;45,1;15,2;"Croatia"
"652";"IT";"NG";"TOTAL";4775;41,87194;12,56738;"Italy"
"653";"CY";"NG";"TOTAL";0;35,126413;33,429859;"Cyprus"
"654";"LV";"NG";"TOTAL";0;56,879635;24,603189;"Latvia"
"655";"LT";"NG";"TOTAL";0;55,169438;23,881275;"Lithuania"
"656";"LU";"NG";"TOTAL";5;49,815273;6,129583;"Luxembourg"
"657";"HU";"NG";"TOTAL";15;47,162494;19,503304;"Hungary"
"658";"MT";"NG";"TOTAL";5;35,937496;14,375416;"Malta"
"659";"NL";"NG";"TOTAL";60;52,132633;5,291266;"Netherlands"
"660";"AT";"NG";"TOTAL";175;47,516231;14,550072;"Austria"
"661";"PL";"NG";"TOTAL";0;51,919438;19,145136;"Poland"
"662";"PT";"NG";"TOTAL";0;39,399872;-8,224454;"Portugal"
"663";"RO";"NG";"TOTAL";0;45,943161;24,96676;"Romania"
"664";"SI";"NG";"TOTAL";0;46,151241;14,995463;"Slovenia"
"665";"SK";"NG";"TOTAL";0;48,669026;19,699024;"Slovakia"
"666";"FI";"NG";"TOTAL";30;61,92411;25,748151;"Finland"
"667";"SE";"NG";"TOTAL";80;60,128161;18,643501;"Sweden"
"668";"UK";"NG";"TOTAL";380;55,378051;-3,435973;"United Kingdom"
"669";"IS";"NG";"TOTAL";5;64,963051;-19,020835;"Iceland"
"670";"LI";"NG";"TOTAL";0;47,166;9,555373;"Liechtenstein"
"671";"NO";"NG";"TOTAL";10;60,472024;8,468946;"Norway"
"672";"CH";"NG";"TOTAL";95;46,818188;8,227512;"Switzerland"
"673";"BE";"NG";"REJECTED";25;50,503887;4,469936;"Belgium"
"674";"BG";"NG";"REJECTED";0;42,733883;25,48583;"Bulgaria"
"675";"CZ";"NG";"REJECTED";5;49,817492;15,472962;"Czech Republic"
"676";"DK";"NG";"REJECTED";5;56,26392;9,501785;"Denmark"
"677";"DE";"NG";"REJECTED";1065;51,165691;10,451526;"Germany"
"678";"EE";"NG";"REJECTED";0;58,595272;25,013607;"Estonia"
"679";"IE";"NG";"REJECTED";40;53,41291;-8,24389;"Ireland"
"680";"EL";"NG";"REJECTED";50;39,074208;21,824312;"Greece"
"681";"ES";"NG";"REJECTED";10;40,463667;-3,74922;"Spain"
"682";"FR";"NG";"REJECTED";490;46,227638;2,213749;"France"
"683";"HR";"NG";"REJECTED";0;45,1;15,2;"Croatia"
"684";"IT";"NG";"REJECTED";3400;41,87194;12,56738;"Italy"
"685";"CY";"NG";"REJECTED";0;35,126413;33,429859;"Cyprus"
"686";"LV";"NG";"REJECTED";0;56,879635;24,603189;"Latvia"
"687";"LT";"NG";"REJECTED";0;55,169438;23,881275;"Lithuania"
"688";"LU";"NG";"REJECTED";5;49,815273;6,129583;"Luxembourg"
"689";"HU";"NG";"REJECTED";5;47,162494;19,503304;"Hungary"
"690";"MT";"NG";"REJECTED";5;35,937496;14,375416;"Malta"
"691";"NL";"NG";"REJECTED";40;52,132633;5,291266;"Netherlands"
"692";"AT";"NG";"REJECTED";165;47,516231;14,550072;"Austria"
"693";"PL";"NG";"REJECTED";0;51,919438;19,145136;"Poland"
"694";"PT";"NG";"REJECTED";0;39,399872;-8,224454;"Portugal"
"695";"RO";"NG";"REJECTED";0;45,943161;24,96676;"Romania"
"696";"SI";"NG";"REJECTED";0;46,151241;14,995463;"Slovenia"
"697";"SK";"NG";"REJECTED";0;48,669026;19,699024;"Slovakia"
"698";"FI";"NG";"REJECTED";15;61,92411;25,748151;"Finland"
"699";"SE";"NG";"REJECTED";70;60,128161;18,643501;"Sweden"
"700";"UK";"NG";"REJECTED";350;55,378051;-3,435973;"United Kingdom"
"701";"IS";"NG";"REJECTED";0;64,963051;-19,020835;"Iceland"
"702";"LI";"NG";"REJECTED";0;47,166;9,555373;"Liechtenstein"
"703";"NO";"NG";"REJECTED";10;60,472024;8,468946;"Norway"
"704";"CH";"NG";"REJECTED";95;46,818188;8,227512;"Switzerland"
"705";"BE";"NG";"SUB_PROT";0;50,503887;4,469936;"Belgium"
"706";"BG";"NG";"SUB_PROT";0;42,733883;25,48583;"Bulgaria"
"707";"CZ";"NG";"SUB_PROT";0;49,817492;15,472962;"Czech Republic"
"708";"DK";"NG";"SUB_PROT";0;56,26392;9,501785;"Denmark"
"709";"DE";"NG";"SUB_PROT";15;51,165691;10,451526;"Germany"
"710";"EE";"NG";"SUB_PROT";0;58,595272;25,013607;"Estonia"
